"id","region","district","municipality","parish","lat","lon","origin","alert_date","alert_hour","extinction_date","extinction_hour","firstInterv_date","firstInterv_hour","alert_source","village_area","vegetation_area","farming_area","village_veget_area","total_area","intentional_cause"
7545,"Algarve","Faro","Loulé","Almancil","00:37:04.500","00:08:02.900","firepit",2015-07-27 01:00:00,05:27:00,2015-07-27 01:00:00,08:04:00,2015-07-27 01:00:00,05:46:00,NA,0,0.0408,0,0.0408,0.0408,1
7546,"Beira Interior","Castelo Branco","Castelo Branco","Almaceda","40:1:27.3000000000076''","7:41:29.8500000000006''","fire",2015-07-27 01:00:00,06:07:00,2015-07-27 01:00:00,07:45:00,2015-07-27 01:00:00,06:51:00,NA,0.6,0.4,0.17,1,1.17,0
7547,"Entre Douro e Minho","Braga","Cabeceiras de Basto","Cabeceiras de Basto","41:33:32.9184000000123''","8:1:13.796399999997''","firepit",2015-07-27 01:00:00,07:40:00,2015-07-27 01:00:00,08:19:00,2015-07-27 01:00:00,07:50:00,NA,0.02,0.01,0,0.03,0.03,0
7548,"Trás-os-Montes","Bragança","Macedo de Cavaleiros","Talhas","41:29:24.1440000000017''","6:41:42.0612''","fire",2015-07-27 01:00:00,07:42:00,2015-07-27 01:00:00,08:29:00,2015-07-27 01:00:00,08:05:00,NA,0,1.75,0,1.75,1.75,0
7549,"Trás-os-Montes","Vila Real","Chaves","Loivos","41:37:3.2159999999908''","7:30:1.05480000000036''","firepit",2015-07-27 01:00:00,07:51:00,2015-07-27 01:00:00,09:15:00,2015-07-27 01:00:00,08:08:00,NA,0,0.0103,0,0.0103,0.0103,1
7550,"Trás-os-Montes","Bragança","Torre de Moncorvo","Larinho","41:11:37.6439999999997''","7:1:2.60759999999976''","firepit",2015-07-27 01:00:00,09:09:00,2015-07-27 01:00:00,09:48:00,2015-07-27 01:00:00,09:12:00,NA,0,0.018,0,0.018,0.018,1
7551,"Entre Douro e Minho","Viana do Castelo","Viana do Castelo","Vila Franca","41:41:0.733200000004217''","8:44:40.5707999999989''","firepit",2015-07-27 01:00:00,09:26:00,2015-07-27 01:00:00,11:45:00,2015-07-27 01:00:00,09:38:00,NA,0,0.07,0,0.07,0.07,1
7552,"Trás-os-Montes","Vila Real","Chaves","Loivos","41:37:28.8479999999925''","7:30:17.7300000000002''","firepit",2015-07-27 01:00:00,09:59:00,2015-07-27 01:00:00,12:00:00,2015-07-27 01:00:00,10:05:00,NA,0,0.0051,0,0.0051,0.0051,1
7553,"Entre Douro e Minho","Braga","Fafe","Estorãos","41:29:52.7316000000104''","8:8:10.7843999999997''","fire",2015-07-27 01:00:00,10:04:00,2015-07-27 01:00:00,23:25:00,2015-07-27 01:00:00,10:12:00,NA,4,53,0,57,57,1
7554,"Beira Litoral","Coimbra","Tábua","Tábua","40:21:16.1280000000085''","8:1:59.0196''","agriculture",2015-07-27 01:00:00,10:46:00,2015-07-27 01:00:00,11:20:00,2015-07-27 01:00:00,10:51:00,NA,0,0,0.005,0,0.005,0
7555,"Algarve","Faro","Silves","Pêra","1900-01-01 13:07:27","08:19:24","firepit",2015-07-27 01:00:00,10:55:00,2015-07-27 01:00:00,12:05:00,2015-07-27 01:00:00,11:08:00,NA,0,0.0723,0,0.0723,0.0723,0
7556,"Trás-os-Montes","Vila Real","Santa Marta de Penaguião","Alvações do Corgo","41:12:4.74120000001108''","7:45:3.44879999999925''","firepit",2015-07-27 01:00:00,11:21:00,2015-07-27 01:00:00,12:45:00,2015-07-27 01:00:00,11:31:00,NA,0,0.003,0,0.003,0.003,0
7557,"Trás-os-Montes","Vila Real","Chaves","Águas Frias","41:45:54","07:21:34","firepit",2015-07-27 01:00:00,11:25:00,2015-07-27 01:00:00,12:00:00,2015-07-27 01:00:00,11:35:00,NA,0,0.01,0,0.01,0.01,0
7558,"Entre Douro e Minho","Porto","Baião","Valadares","41:8:36.0528000000113''","7:58:6.46679999999947''","firepit",2015-07-27 01:00:00,11:56:00,2015-07-27 01:00:00,14:42:00,2015-07-27 01:00:00,12:01:00,NA,0,0.07,0,0.07,0.07,0
7559,"Beira Litoral","Viseu","Oliveira de Frades","Sejães","40:44:39.9515999999954''","8:11:57.9444000000011''","firepit",2015-07-27 01:00:00,12:31:00,2015-07-27 01:00:00,13:26:00,2015-07-27 01:00:00,12:42:00,NA,0.01,0,0,0.01,0.01,0
7560,"Ribatejo e Oeste","Setúbal","Palmela","Quinta do Anjo","38:35:17.7971999999926''","8:56:30.6168000000022''","fire",2015-07-27 01:00:00,12:43:00,2015-07-27 01:00:00,15:45:00,2015-07-27 01:00:00,12:57:00,NA,0,2.1836,0,2.1836,2.1836,0
7561,"Entre Douro e Minho","Porto","Maia","Milheirós","41:12:32.8788000000048''","8:35:41.3340000000019''","firepit",2015-07-27 01:00:00,12:55:00,2015-07-27 01:00:00,15:37:00,2015-07-27 01:00:00,13:00:00,NA,0,0.05,0,0.05,0.05,0
7562,"Entre Douro e Minho","Porto","Amarante","Travanca","41:16:42.2544000000067''","8:11:29.8355999999986''","firepit",2015-07-27 01:00:00,14:00:00,2015-07-27 01:00:00,15:15:00,2015-07-27 01:00:00,14:05:00,NA,0,0.01,0,0.01,0.01,1
7563,"Beira Interior","Guarda","Gouveia","Nespereira","00:40:31.267","00:07:35.169","fire",2015-07-27 01:00:00,14:29:00,2015-07-27 01:00:00,16:42:00,2015-07-27 01:00:00,14:35:00,NA,0,19,0,19,19,1
7564,"Trás-os-Montes","Vila Real","Chaves","Outeiro Seco","41:47:56.0112000000078''","7:26:45.1788000000009''","fire",2015-07-27 01:00:00,14:30:00,2015-07-27 01:00:00,21:27:00,2015-07-27 01:00:00,14:35:00,NA,30,225,27,255,282,1
7565,"Entre Douro e Minho","Braga","Barcelos","Barqueiros","00:41:27.601","00:08:43.013","firepit",2015-07-27 01:00:00,14:39:00,2015-07-27 01:00:00,16:45:00,2015-07-27 01:00:00,14:55:00,NA,0,0.05,0,0.05,0.05,0
7566,"Entre Douro e Minho","Viana do Castelo","Viana do Castelo","Chafé","41:38:45.3336000000104''","8:47:56.4792000000028''","fire",2015-07-27 01:00:00,14:40:00,2015-07-27 01:00:00,15:38:00,2015-07-27 01:00:00,14:45:00,NA,0,1.7,0,1.7,1.7,1
7567,"Entre Douro e Minho","Porto","Baião","Viariz","41:10:6.09599999999944''","7:57:54.0467999999996''","agriculture",2015-07-27 01:00:00,15:15:00,2015-07-27 01:00:00,16:25:00,2015-07-27 01:00:00,15:21:00,NA,0,0,0.02,0,0.02,0
7568,"Alentejo","Évora","Portel","Alqueva","00:38:14.301","00:07:35.185","fire",2015-07-27 01:00:00,15:17:00,2015-07-28 01:00:00,10:20:00,2015-07-27 01:00:00,15:32:00,NA,593.83,129.05,5.03,722.88,727.91,0
7569,"Beira Litoral","Leiria","Leiria","Monte Redondo","39:52:54.8651999999936''","8:48:30.0239999999978''","fire",2015-07-27 01:00:00,15:17:00,2015-07-27 01:00:00,19:30:00,2015-07-27 01:00:00,15:25:00,NA,1.5,0,0,1.5,1.5,0
7570,"Beira Litoral","Viseu","Tondela","Mosteiro de Fráguas","40:33:41.8464000000068''","8:3:35.6940000000006''","firepit",2015-07-27 01:00:00,15:24:00,2015-07-27 01:00:00,17:20:00,2015-07-27 01:00:00,15:35:00,NA,0,0.4,0,0.4,0.4,0
7571,"Entre Douro e Minho","Porto","Felgueiras","Moure","41:21:27.6588000000055''","8:9:33.9191999999974''","fire",2015-07-27 01:00:00,15:30:00,2015-07-27 01:00:00,18:38:00,2015-07-27 01:00:00,15:50:00,NA,0,1,0,1,1,0
7572,"Entre Douro e Minho","Viana do Castelo","Ponte de Lima","Poiares","41:39:42.7104000000048''","8:37:48.3131999999986''","firepit",2015-07-27 01:00:00,15:42:00,2015-07-27 01:00:00,19:55:00,2015-07-27 01:00:00,15:52:00,NA,0,0.02,0,0.02,0.02,1
7573,"Beira Interior","Guarda","Sabugal","Seixo do Coa","40:28:45","07:02:20","firepit",2015-07-27 01:00:00,15:47:00,2015-07-27 01:00:00,17:52:00,2015-07-27 01:00:00,16:07:00,NA,0,0.1508,0,0.1508,0.1508,0
7574,"Entre Douro e Minho","Viana do Castelo","Viana do Castelo","Carvoeiro","41:39:14.4936000000064''","8:40:24.5496000000017''","firepit",2015-07-27 01:00:00,15:57:00,2015-07-27 01:00:00,20:05:00,2015-07-27 01:00:00,16:10:00,NA,0.9,0,0,0.9,0.9,1
7575,"Entre Douro e Minho","Porto","Amarante","Gondar","41:15:50.0292000000002''","8:1:17.4720000000023''","firepit",2015-07-27 01:00:00,16:28:00,2015-07-27 01:00:00,17:45:00,2015-07-27 01:00:00,16:30:00,NA,0.6,0,0,0.6,0.6,1
7576,"Ribatejo e Oeste","Santarém","Tomar","Asseiceira","39:32:21.3647999999995''","8:24:40.723200000002''","agriculture",2015-07-27 01:00:00,16:36:00,2015-07-27 01:00:00,18:30:00,2015-07-27 01:00:00,16:48:00,NA,0,0,0.0151,0,0.0151,1
7577,"Alentejo","Beja","Aljustrel","Messejana","00:37:53.150","00:08:17.930","agriculture",2015-07-27 01:00:00,16:42:00,2015-07-27 01:00:00,17:57:00,2015-07-27 01:00:00,17:00:00,NA,0,0,54.479,0,54.479,0
7578,"Beira Litoral","Viseu","Mangualde","Mangualde","40:38:37.9355999999899''","7:45:8.82719999999964''","fire",2015-07-27 01:00:00,16:52:00,2015-07-27 01:00:00,23:26:00,2015-07-27 01:00:00,17:05:00,NA,0.25,5.56,0,5.81,5.81,1
7579,"Algarve","Faro","Silves","Armação de Pêra","00:37:06.700","00:08:21.600","firepit",2015-07-27 01:00:00,17:57:00,2015-07-27 01:00:00,19:13:00,2015-07-27 01:00:00,18:15:00,NA,0,0.002,0,0.002,0.002,0
7580,"Algarve","Faro","Silves","Alcantarilha","00:37:10.280","00:08:21.400","agriculture",2015-07-27 01:00:00,17:58:00,2015-07-27 01:00:00,21:03:00,2015-07-27 01:00:00,18:12:00,NA,0,0,0.8579,0,0.8579,0
7581,"Beira Litoral","Coimbra","Tábua","Tábua","40:21:35.6291999999877''","8:3:2.56320000000272''","agriculture",2015-07-27 01:00:00,18:04:00,2015-07-27 01:00:00,19:15:00,2015-07-27 01:00:00,18:07:00,NA,0,0,0.035,0,0.035,1
7582,"Entre Douro e Minho","Porto","Lousada","Casais","41:15:26.233199999993''","8:18:13.0068000000013''","firepit",2015-07-27 01:00:00,18:40:00,2015-07-27 01:00:00,19:34:00,2015-07-27 01:00:00,18:42:00,NA,0,0.02,0,0.02,0.02,0
7583,"Entre Douro e Minho","Viana do Castelo","Viana do Castelo","Vila Nova de Anha","41:39:50.0291999999951''","8:48:14.8643999999987''","firepit",2015-07-27 01:00:00,19:12:00,2015-07-27 01:00:00,20:12:00,2015-07-27 01:00:00,19:20:00,NA,0,0.002,0,0.002,0.002,1
7584,"Entre Douro e Minho","Aveiro","Santa Maria da Feira","Rio Meão","40:57:21.8375999999995''","8:35:12.6744000000024''","firepit",2015-07-27 01:00:00,19:22:00,2015-07-27 01:00:00,21:05:00,2015-07-27 01:00:00,19:30:00,NA,0,0.1685,0,0.1685,0.1685,1
7585,"Entre Douro e Minho","Braga","Celorico de Basto","Basto (Santa Tecla)","41:22:46.6320000000098''","8:3:24.8687999999999''","firepit",2015-07-27 01:00:00,20:05:00,2015-07-27 01:00:00,21:25:00,2015-07-27 01:00:00,20:07:00,NA,0.06,0,0,0.06,0.06,1
7586,"Ribatejo e Oeste","Santarém","Tomar","São Pedro de Tomar","39:32:48.1559999999905''","8:21:2.80080000000012''","firepit",2015-07-27 01:00:00,20:42:00,2015-07-27 01:00:00,22:35:00,2015-07-27 01:00:00,20:51:00,NA,0.787,0,0,0.787,0.787,1
7587,"Entre Douro e Minho","Viana do Castelo","Monção","Pias","42:0:54.5868000000041''","8:31:1.41239999999897''","firepit",2015-07-27 01:00:00,21:04:00,2015-07-27 01:00:00,22:55:00,2015-07-27 01:00:00,21:16:00,NA,0.05,0,0,0.05,0.05,0
7588,"Entre Douro e Minho","Porto","Penafiel","Santa Marta","41:12:29.6892000000003''","8:14:57.2712000000023''","firepit",2015-07-27 01:00:00,21:24:00,2015-07-27 01:00:00,22:50:00,2015-07-27 01:00:00,21:30:00,NA,0.03,0,0,0.03,0.03,0
7589,"Entre Douro e Minho","Porto","Lousada","Casais","41:15:29.779199999993''","8:18:17.8991999999977''","firepit",2015-07-27 01:00:00,21:26:00,2015-07-27 01:00:00,22:58:00,2015-07-27 01:00:00,21:28:00,NA,0,0.03,0,0.03,0.03,0
7590,"Entre Douro e Minho","Braga","Vieira do Minho","Rossas","41:34:39.0827999999976''","8:4:29.6579999999976''","firepit",2015-07-27 01:00:00,21:52:00,2015-07-28 01:00:00,00:05:00,2015-07-27 01:00:00,22:15:00,NA,0,0.005,0,0.005,0.005,0
7591,"Entre Douro e Minho","Viana do Castelo","Ponte de Lima","Vitorino dos Piães","41:40:51.2400000000042''","8:37:1.24680000000012''","firepit",2015-07-27 01:00:00,22:04:00,2015-07-27 01:00:00,23:27:00,2015-07-27 01:00:00,22:10:00,NA,0,0.01,0,0.01,0.01,0
7592,"Entre Douro e Minho","Braga","Cabeceiras de Basto","Cabeceiras de Basto","41:33:15.2279999999888''","8:0:54.061200000001''","firepit",2015-07-27 01:00:00,22:08:00,2015-07-27 01:00:00,23:45:00,2015-07-27 01:00:00,22:25:00,NA,0.01,0.005,0,0.015,0.015,0
7593,"Entre Douro e Minho","Porto","Felgueiras","Vila Cova de Lixa","41:19:24.5567999999912''","8:9:54.8459999999969''","firepit",2015-07-28 01:00:00,00:05:00,2015-07-28 01:00:00,01:11:00,2015-07-28 01:00:00,00:17:00,NA,0,0.05,0,0.05,0.05,0
7594,"Beira Litoral","Viseu","Vila Nova de Paiva","Vila Cova à Coelheira","40:52:12.3708000000011''","7:49:20.4132000000003''","firepit",2015-07-28 01:00:00,02:13:00,2015-07-28 01:00:00,05:35:00,2015-07-28 01:00:00,02:50:00,NA,0,0.5,0,0.5,0.5,1
7595,"Entre Douro e Minho","Braga","Braga","Cabreiros","00:41:32.551","00:08:28.070","firepit",2015-07-28 01:00:00,03:05:00,2015-07-28 01:00:00,04:20:00,2015-07-28 01:00:00,03:20:00,NA,0.015,0.015,0,0.03,0.03,0
7596,"Entre Douro e Minho","Braga","Cabeceiras de Basto","Refojos de Basto","41:31:23.6316000000096''","7:57:52.5995999999988''","firepit",2015-07-28 01:00:00,03:23:00,2015-07-28 01:00:00,05:00:00,2015-07-28 01:00:00,03:44:00,NA,0,0.05,0,0.05,0.05,1
7597,"Entre Douro e Minho","Braga","Celorico de Basto","Gémeos","41:23:54.4020000000086''","8:0:48.3587999999969''","fire",2015-07-28 01:00:00,04:24:00,2015-07-28 01:00:00,06:40:00,2015-07-28 01:00:00,04:35:00,NA,1.3,0,0,1.3,1.3,1
7598,"Entre Douro e Minho","Porto","Amarante","Gondar","41:15:47.0772000000096''","8:1:14.8367999999985''","firepit",2015-07-28 01:00:00,05:10:00,2015-07-28 01:00:00,09:10:00,2015-07-28 01:00:00,05:25:00,NA,0,0.35,0,0.35,0.35,0
7599,"Entre Douro e Minho","Braga","Terras de Bouro","Carvalheira","41:44:32.8956000000068''","8:15:43.4267999999982''","firepit",2015-07-28 01:00:00,05:11:00,2015-07-28 01:00:00,06:15:00,2015-07-28 01:00:00,05:20:00,NA,0.025,0.025,0,0.05,0.05,1
7600,"Beira Interior","Guarda","Trancoso","Tamanhos","00:40:46.473","00:07:17.883","firepit",2015-07-28 01:00:00,07:30:00,2015-07-28 01:00:00,19:25:00,2015-07-28 01:00:00,07:43:00,NA,0,0.5,0,0.5,0.5,0
7601,"Ribatejo e Oeste","Santarém","Alcanena","Bugalhos","39:25:51","08:39:19","firepit",2015-07-28 01:00:00,08:01:00,2015-07-28 01:00:00,09:11:00,2015-07-28 01:00:00,08:12:00,NA,0,0.0022,0,0.0022,0.0022,1
7602,"Beira Litoral","Viseu","Mangualde","Mangualde","40:38:37.9355999999899''","7:45:8.82719999999964''","firepit",2015-07-28 01:00:00,08:27:00,2015-07-28 01:00:00,11:13:00,2015-07-28 01:00:00,08:45:00,NA,0,1e-04,0,1e-04,1e-04,0
7603,"Trás-os-Montes","Vila Real","Montalegre","Salto","41:38:10.1688000000064''","7:57:17.8848000000001''","firepit",2015-07-28 01:00:00,09:25:00,2015-07-28 01:00:00,09:37:00,2015-07-28 01:00:00,09:31:00,NA,0,0.01,0,0.01,0.01,0
7604,"Beira Litoral","Viseu","Oliveira de Frades","Varzielas","40:35:38.6016000000069''","8:10:45.102''","firepit",2015-07-28 01:00:00,10:15:00,2015-07-28 01:00:00,12:10:00,2015-07-28 01:00:00,10:30:00,NA,0,0.0015,0,0.0015,0.0015,1
7605,"Entre Douro e Minho","Braga","Cabeceiras de Basto","Rio Douro","41:33:26.7371999999892''","7:56:26.6171999999995''","fire",2015-07-28 01:00:00,10:16:00,2015-07-29 01:00:00,01:05:00,2015-07-28 01:00:00,10:28:00,NA,1,67,0,68,68,0
7606,"Ribatejo e Oeste","Santarém","Coruche","Erra","39:0:31.0392000000093''","8:27:18.1799999999998''","firepit",2015-07-28 01:00:00,10:46:00,2015-07-28 01:00:00,12:20:00,2015-07-28 01:00:00,11:00:00,NA,0,0.005,0,0.005,0.005,0
7607,"Ribatejo e Oeste","Santarém","Tomar","Olalhas","00:39:37.788","00:08:20.968","firepit",2015-07-28 01:00:00,11:01:00,2015-07-28 01:00:00,13:22:00,2015-07-28 01:00:00,11:14:00,NA,0.08,0.085,0,0.165,0.165,1
7608,"Entre Douro e Minho","Braga","Vila Verde","Godinhaços","00:41:42.409","00:08:26.295","fire",2015-07-28 01:00:00,11:43:00,2015-07-28 01:00:00,14:00:00,2015-07-28 01:00:00,11:53:00,NA,0,1,0,1,1,1
7609,"Ribatejo e Oeste","Lisboa","Azambuja","Azambuja","39:4:4.38599999998871''","8:51:52.2216000000016''","firepit",2015-07-28 01:00:00,12:00:00,2015-07-28 01:00:00,12:30:00,2015-07-28 01:00:00,12:10:00,NA,0,0.005,0,0.005,0.005,0
7610,"Entre Douro e Minho","Viana do Castelo","Ponte da Barca","Cuide de Vila Verde","41:45:48.2867999999996''","8:23:51.7272000000024''","fire",2015-07-28 01:00:00,12:14:00,2015-07-28 01:00:00,13:17:00,2015-07-28 01:00:00,12:23:00,NA,0.5,1,0,1.5,1.5,1
7611,"Entre Douro e Minho","Porto","Paços de Ferreira","Paços de Ferreira","41:16:41.4191999999923''","8:22:14.3688000000022''","firepit",2015-07-28 01:00:00,12:44:00,2015-07-28 01:00:00,15:10:00,2015-07-28 01:00:00,12:50:00,NA,0,0.2,0,0.2,0.2,0
7612,"Beira Litoral","Aveiro","Aveiro","Requeixo","40:35:29.6844000000107''","8:31:48.1259999999993''","firepit",2015-07-28 01:00:00,13:30:00,2015-07-28 01:00:00,14:32:00,2015-07-28 01:00:00,13:41:00,NA,0.9964,0,0,0.9964,0.9964,1
7613,"Entre Douro e Minho","Porto","Felgueiras","Vila Cova de Lixa","41:19:24.9132000000122''","8:9:55.4292000000017''","firepit",2015-07-28 01:00:00,13:47:00,2015-07-28 01:00:00,17:35:00,2015-07-28 01:00:00,14:00:00,NA,0,0.15,0,0.15,0.15,0
7614,"Trás-os-Montes","Bragança","Miranda do Douro","Ifanes","41:34:41.7899999999923''","6:14:55.8456000000012''","fire",2015-07-28 01:00:00,15:07:00,2015-07-28 01:00:00,17:29:00,2015-07-28 01:00:00,15:15:00,NA,0,3.76,0,3.76,3.76,0
7615,"Entre Douro e Minho","Viana do Castelo","Viana do Castelo","Carvoeiro","41:39:14.4936000000064''","8:40:24.5496000000017''","firepit",2015-07-28 01:00:00,15:22:00,2015-07-28 01:00:00,18:13:00,2015-07-28 01:00:00,15:25:00,NA,0,0.002,0,0.002,0.002,1
7616,"Entre Douro e Minho","Porto","Amarante","Olo","41:17:31.5852000000052''","8:0:42.2567999999977''","firepit",2015-07-28 01:00:00,15:32:00,2015-07-28 01:00:00,18:30:00,2015-07-28 01:00:00,15:47:00,NA,0.05,0,0,0.05,0.05,0
7617,"Alentejo","Setúbal","Grândola","Santa Margarida da Serra","38:6:3.61800000000244''","8:33:42.3035999999972''","agriculture",2015-07-28 01:00:00,15:45:00,2015-07-28 01:00:00,18:15:00,2015-07-28 01:00:00,15:55:00,NA,0,0,0.374,0,0.374,0
7618,"Ribatejo e Oeste","Santarém","Constância","Montalvo","00:39:28.540","00:08:17.290","fire",2015-07-28 01:00:00,16:07:00,2015-07-28 01:00:00,18:00:00,2015-07-28 01:00:00,16:14:00,NA,6,4.0426,17,10.0426,27.0426,1
7619,"Beira Interior","Castelo Branco","Covilhã","Santa Maria","40:16:52.3740000000112''","7:31:5.95920000000142''","fire",2015-07-28 01:00:00,16:20:00,2015-07-28 01:00:00,18:33:00,2015-07-28 01:00:00,16:24:00,NA,4.1,0.733,0,4.833,4.833,0
7620,"Ribatejo e Oeste","Setúbal","Palmela","Quinta do Anjo","38:33:32.518799999998''","8:56:45.8987999999992''","firepit",2015-07-28 01:00:00,16:35:00,2015-07-28 01:00:00,20:00:00,2015-07-28 01:00:00,16:40:00,NA,0.1047,0,0,0.1047,0.1047,1
7621,"Entre Douro e Minho","Viana do Castelo","Ponte de Lima","Vitorino dos Piães","41:40:51.2400000000042''","8:37:1.24680000000012''","firepit",2015-07-28 01:00:00,17:05:00,2015-07-28 01:00:00,18:50:00,2015-07-28 01:00:00,17:17:00,NA,0,0.002,0,0.002,0.002,0
7622,"Algarve","Faro","Monchique","Marmelete","00:37:17.600","00:08:42.370","firepit",2015-07-28 01:00:00,17:36:00,2015-07-28 01:00:00,17:58:00,2015-07-28 01:00:00,17:50:00,NA,0,0.0216,0,0.0216,0.0216,0
7623,"Beira Litoral","Coimbra","Tábua","Tábua","40:21:35.6291999999877''","8:3:2.56320000000272''","firepit",2015-07-28 01:00:00,18:28:00,2015-07-28 01:00:00,19:40:00,2015-07-28 01:00:00,18:31:00,NA,0,0.01,0,0.01,0.01,1
7624,"Beira Litoral","Viseu","Mangualde","Fornos de Maceira Dão","40:35:46.7160000000092''","7:48:25.4303999999984''","fire",2015-07-28 01:00:00,18:55:00,2015-07-28 01:00:00,22:00:00,2015-07-28 01:00:00,19:05:00,NA,2.03,1.56,0,3.59,3.59,1
7625,"Beira Interior","Guarda","Gouveia","Vinhó","40:29:01","07:37:54","firepit",2015-07-28 01:00:00,19:45:00,2015-07-28 01:00:00,23:10:00,2015-07-28 01:00:00,19:58:00,NA,0,0.1,0,0.1,0.1,0
7626,"Entre Douro e Minho","Braga","Celorico de Basto","Basto (Santa Tecla)","41:23:3.96600000001229''","8:2:33.3600000000007''","firepit",2015-07-28 01:00:00,21:12:00,2015-07-29 01:00:00,00:05:00,2015-07-28 01:00:00,21:20:00,NA,0.7,0,0,0.7,0.7,1
7627,"Entre Douro e Minho","Porto","Penafiel","Guilhufe","41:12:18.8927999999908''","8:19:2.3880000000004''","agriculture",2015-07-28 01:00:00,21:15:00,2015-07-28 01:00:00,21:49:00,2015-07-28 01:00:00,21:21:00,NA,0,0,0.005,0,0.005,0
7628,"Beira Interior","Guarda","Almeida","Malhada Sorda","00:40:31.652","00:06:54.420","agriculture",2015-07-28 01:00:00,21:27:00,2015-07-28 01:00:00,23:13:00,2015-07-28 01:00:00,21:50:00,NA,0,0,0.005,0,0.005,0
7629,"Alentejo","Évora","Évora","Nossa Senhora de Machede","00:38:34","00:07:42","agriculture",2015-07-28 01:00:00,21:30:00,2015-07-29 01:00:00,00:10:00,2015-07-28 01:00:00,21:57:00,NA,0,0,1.37,0,1.37,1
7630,"Alentejo","Évora","Évora","São Manços","00:38:31","07:42:20","fire",2015-07-28 01:00:00,22:00:00,2015-07-29 01:00:00,06:30:00,2015-07-28 01:00:00,22:30:00,NA,20.89,0,0,20.89,20.89,1
7631,"Ribatejo e Oeste","Leiria","Alcobaça","Évora de Alcobaça","39:29:39.9011999999948''","8:58:20.1000000000026''","firepit",2015-07-28 01:00:00,22:19:00,2015-07-28 01:00:00,23:55:00,2015-07-28 01:00:00,22:35:00,NA,0,0.005,0,0.005,0.005,0
7632,"Ribatejo e Oeste","Santarém","Tomar","Olalhas","39:37:39.6659999999986''","8:20:39.4331999999984''","firepit",2015-07-28 01:00:00,22:24:00,2015-07-29 01:00:00,00:34:00,2015-07-28 01:00:00,22:41:00,NA,0,0.174,0,0.174,0.174,1
7633,"Entre Douro e Minho","Braga","Vieira do Minho","Rossas","41:35:13.0127999999985''","8:4:25.8420000000014''","firepit",2015-07-28 01:00:00,23:13:00,2015-07-29 01:00:00,03:20:00,2015-07-28 01:00:00,23:24:00,NA,0.1,0.3,0,0.4,0.4,0
7634,"Algarve","Faro","Lagoa","Lagoa","00:37:05.400","00:08:24.900","firepit",2015-07-28 01:00:00,23:43:00,2015-07-29 01:00:00,02:02:00,2015-07-29 01:00:00,00:00:00,NA,0,0.0802,0,0.0802,0.0802,0
7635,"Entre Douro e Minho","Porto","Marco de Canaveses","Penha Longa","41:6:1.96919999999579''","8:9:23.4179999999972''","firepit",2015-07-29 01:00:00,02:08:00,2015-07-29 01:00:00,04:15:00,2015-07-29 01:00:00,02:40:00,NA,0,0.05,0,0.05,0.05,1
7636,"Beira Litoral","Aveiro","Albergaria-a-Velha","Alquerubim","40:38:0.567599999997697''","8:30:3.22199999999953''","firepit",2015-07-29 01:00:00,03:23:00,2015-07-29 01:00:00,07:35:00,2015-07-29 01:00:00,03:35:00,NA,0.12,0,0,0.12,0.12,0
7637,"Entre Douro e Minho","Porto","Amarante","Olo","41:17:47.3388000000074''","8:0:16.3151999999975''","firepit",2015-07-29 01:00:00,04:45:00,2015-07-29 01:00:00,06:20:00,2015-07-29 01:00:00,04:55:00,NA,0,0.005,0,0.005,0.005,0
7638,"Entre Douro e Minho","Porto","Baião","Santa Cruz do Douro","41:6:30.0168000000122''","8:0:36.0648000000019''","firepit",2015-07-29 01:00:00,05:05:00,2015-07-29 01:00:00,06:05:00,2015-07-29 01:00:00,05:30:00,NA,0,0.03,0,0.03,0.03,1
7639,"Trás-os-Montes","Viseu","Sernancelhe","Fonte Arcada","40:58:7.82759999999143''","7:31:8.18399999999905''","firepit",2015-07-29 01:00:00,06:00:00,2015-07-29 01:00:00,06:38:00,2015-07-29 01:00:00,06:12:00,NA,0,5e-04,0,5e-04,5e-04,0
7640,"Entre Douro e Minho","Porto","Baião","Ancede","41:5:58.1891999999982''","8:3:17.0027999999971''","firepit",2015-07-29 01:00:00,06:05:00,2015-07-29 01:00:00,07:05:00,2015-07-29 01:00:00,06:25:00,NA,0,0.03,0,0.03,0.03,1
7641,"Alentejo","Portalegre","Ponte de Sor","Vale de Açor","39:14:22.5528000000031''","7:53:46.5648000000002''","firepit",2015-07-29 01:00:00,10:00:00,2015-07-29 01:00:00,10:30:00,2015-07-29 01:00:00,10:08:00,NA,1e-04,0,0,1e-04,1e-04,0
